Provice,Outlet,Address,Ward,Dist
Bắc Giang,Hằng Sự Điện Lạnh,"0, Lê Lơi ",Lê Lợi,TP Bắc Giang
Bắc Giang,Minh Khoa - Điện nước,"0, Lê Lợi ",Hoàng Văn Thụ,TP Bắc Giang
Bắc Giang,Vân Hải,"0, Lê lợi ",Lê Lợi,TP Bắc Giang
Bắc Giang,Lập Muôn,"0, Lục Nam",Đồi Ngô,Lục Nam
Bắc Giang,Chiến Lê,"0, Lục Nam",Chũ,Lục Ngạn
Bắc Giang,Anh Nam,"0, Lục Nam",Chũ,Lục Ngạn
Bắc Giang,Tam Lim,"0, Lục Nam",Chũ,Lục Ngạn
Bắc Giang,Chú Dũng,"0, Lục Nam",Chũ,Sơn Động
Bắc Giang,Chị Hồng,"0, Lục Nam",Chũ,Sơn Động
Bắc Giang,Hoà,"0, Lục Nam",Chũ,Sơn Động
Bắc Giang,Mai Tuấn,"0, Minh Khai ",Hoàng Văn Thụ,TP Bắc Giang
Bắc Giang,Kiểm Khuyến,"0, Mở Trạng",Tam Tiến,Yên Thế
Bắc Giang,Mười Hiền,"0, Mở Trạng",Tam Tiến,Yên Thế
Bắc Giang,Đồng Nhung,"0, Mở Trạng",Tam Tiến,Yên Thế
Bắc Giang,Anh Đô,"0, Mỹ Hà",Đồi,Lạng Giang
Bắc Giang,ANh Quyền,"0, Mỹ Hà",Đồi,Lạng Giang
Bắc Giang,Thiệu Trị,"0, Mỹ Hà",Đồi,Lạng Giang
Bắc Giang,Chị Hiền Kế,"0, Ngã Ba Kế",Xương Giang,TP Bắc Giang
Bắc Giang,Mến Ly,"0, Ngã Tư Thân",Ngã Tư Thân,Lục Nam
Bắc Giang,Quân Bình,"0, Ngã Tư Thân",Chũ,Lục Ngạn
Bắc Giang,Quân Hiền,"0, Ngã Tư Thân ",Chũ,Lục Nam
Bắc Giang,Lương Dũng,"0, Nguyên Van Cừ",Xương Giang,TP Bắc Giang
Bắc Giang,Anh lợi,"0, Phố Bằng",Lạng Giang,TP Bắc Giang
Bắc Giang,Tráng Bình,"0, Phố Tràng",Việt Yên,Hiệp Hòa
Bắc Giang,Đạt Hương,"0, Phúc Lâm",Nếnh,Việt Yên
Bắc Giang,Anh Trịnh,"0, Phúc Lâm",Nếnh,Việt Yên
Bắc Giang,Biện Tuyền,"0, Phúc Lâm",Nếnh,Việt Yên
Bắc Giang,Chú Doãn,"0, Phúc Lâm",Nếnh,Việt Yên
Bắc Giang,Chị Hương,"0, Phúc Lâm",Nếnh,Việt Yên
Bắc Giang,Suối Lợi,"0, Sơn Động",Sơn Động,Sơn Động
Bắc Giang,Năm Đãi,"0, Tân Thịnh",Tân Thịnh,Lạng Giang
Bắc Giang,Nguyên Lợi,"0, Tân Thịnh",Tân Thịnh,Lạng Giang
Bắc Giang,Hùng Mai,"0, Tân Yên ",Tân Yên,Tân Yên
Bắc Giang,Thịnh Lan,"0, Thaăng",Hiệp Hòa,TP Bắc Giang
Bắc Giang,Nga Lập,"0, Thị Trấn Chũ",Thị Trấn Chũ,Lục Ngạn
Bắc Giang,Anh Kiên - Điện nước,"0, Thị Trấn Chũ",Lục Ngạn,Lục Ngạn
Bắc Giang,Anh Kiên - Điện nước,"0, Thị Trấn Chũ",Chũ,Lục Ngạn
Bắc Giang,Tuấn An,"0, Thống Nhât",Bố Hạ,Yên Thế
Bắc Giang,Nga Nghĩa,"0, Trần Phú ",Trần Phú,TP Bắc Giang
Bắc Giang,Nhung Pháo,"0, Trần Phú ",Trần Phú,TP Bắc Giang
Bắc Giang,Song ích,"0, Vành Đai",Neo,Yên Dũng
Bắc Giang,Trường Duyên,"0, Vành Đai",Neo,Yên Dũng
Bắc Giang,Việt Ngọc,"0, Vành Đai",Neo,Yên Dũng
Bắc Giang,Phương Nguyên,"0, Việt Yên ",Việt Yên,Việt Yên
Bắc Giang,Mã Khánh,"0, Vôi",Vôi,Lạng Giang
Bắc Giang,Lê Chinh,"0, Vôi",Vôi,Lạng Giang
Bắc Giang,Kết Thuỷ,"0, Vôi",Vôi,Lạng Giang
Bắc Giang,Hằng Giới,"0, Vôi",Vôi,Lạng Giang
Bắc Giang,Hùng Bắc,"0, Vôi",Vôi,Lạng Giang
Bắc Giang,Tiến Lý,"0, Vôi",Vôi,Lạng Giang
Bắc Giang,Kỳ Liên,"0, Xương Giang",Trần Phú,TP Bắc Giang
Bắc Giang,Len Hữu,"0, Xương Giang",Trần Phú,TP Bắc Giang
Bắc Giang,Việt Thành,"0, Xương Giang ",Xương Giang,TP Bắc Giang
Bắc Giang,Phong Nguyên Điện nước,"0, Xương Giang ",Xương Giang,TP Bắc Giang
Bắc Giang,Tuấn Mai  Điện Lạnh,"0, Xương Giang ",Xương Giang,TP Bắc Giang
Bắc Giang,Văn Chiến,"1, Hùng Vương",Hoàng Văn Thụ,TP Bắc Giang
Bắc Giang,Phương Nga Bán Lẻ,"1, Minh Khai ",,TP Bắc Giang
Bắc Giang,Anh Sự - Điện nước,"1054, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Phương Điểm,"1087, Hoàng Hoa Thám",Hoàng Văn Thụ,TP Bắc Giang
Bắc Giang,Tuyên Síu,"12, Kiến Thiết",Trần Phú,TP Bắc Giang
Bắc Giang,Chiến Hệ,"12, Xương Giang",Trần Phú,TP Bắc Giang
Bắc Giang,Anh Đình,"121, Ngã Tư Thân",Lục Ngạn,TP Bắc Giang
Bắc Giang,Phú Tuấn,"123, Minh Khai",Xương Giang,TP Bắc Giang
Bắc Giang,Việt Dùng,"13, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Thắng Như - Điện nước,"13, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Bằng Nguyệt,"134, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Phạm Đạt,"135, Trần Hưng Đạo",Đồi Ngô,Lục Nam
Bắc Giang,Vĩ Nga - Điện nước,"137, Thị Trấn Leo",,Yên Dũng
Bắc Giang,Hoàng Thuỷ  Điện Lạnh,"14, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Anh Hoàn,"146, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Lưu Oanh,"15, Minh Khai",Chũ,Lục Ngạn
Bắc Giang,Điện máy  Tuấn Trang,"15, Trường Trinh",Chũ    , Lục Ngạn  
Bắc Giang,Vấn Vượng,"15, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Biên Loan,"154, Huyền Quang",Lê Lợi,TP Bắc Giang
Bắc Giang,Thảo Nguyên - Điện nước,"156, Xương Giang ",Ngô Quyền,TP Bắc Giang
Bắc Giang,Anh Cường - Điện Nước,"16, Hoàng Văn Thụ ",Xương Giang,TP Bắc Giang
Bắc Giang,Điện máy  Đức Sợi Plaza,"162, Giáp Hải",Vĩnh Kế   ,Bắc Giang   
Bắc Giang,Quốc Khánh,"174, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Cô Học,"18, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Hiển Hường,"183, Hoàng Hoa Thám",Cao Thượng,Tân Yên
Bắc Giang,Cô Thuý,"19, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Việt Đức,"19, Lý Thường Kiệt",Thắng,Hiệp Hòa
Bắc Giang,Hiển Hương,"19, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Huỳ Hiên,2 Phố Thắng,Thắng,Hiệp Hòa
Bắc Giang,Cô Huề,"20, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Điện máy  Minh Thêm,"20, Xương Giang",Trần Phú   ,Bắc Giang   
Bắc Giang,Bắc Sa - Điện nước,"203, Nguyên Hồng",Ngô Quyền,TP Bắc Giang
Bắc Giang,Điện máy  Quân Hiền,"203, Thanh Xuân",Đồi Ngô   , Lục Nam  
Bắc Giang,Cô Mười,"21, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Quốc Lập,"21, Lý Thường Kiệt",Thắng,Hiệp Hòa
Bắc Giang,Điện máy  Phú Nhàn,"23, Phố Mới",Cao Thượng   ,Tân Yên   
Bắc Giang,Điện máy  Việt Đức,"230, Đường 19/5",Thắng    , Hiệp Hòa  
Bắc Giang,Cường Lý,"25, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Quyên Bình,"25, Lý Thường Kiệt",Thắng,Hiệp Hòa
Bắc Giang,Toàn Phương,"25, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Chí Thúy ,253 Minh Khai,Hoàng Văn Thụ,Bắc Giang
Bắc Giang,Chí Thuý - Điện nước,253 Minh Khai ,Hoàng Văn Thụ,Bắc Giang
Bắc Giang,Chí Thúy - Điện nước,"253, Minh Khai ",Hoàng Văn Thụ,TP Bắc Giang
Bắc Giang,Gia dụng Bằng Loan,"265, Phương Lâm",Nếnh    , Việt Yên  
Bắc Giang,Điện máy  Nam Hường,"277-279, Bình Minh",Đồi Ngô   , Lục Nam  
Bắc Giang,Tuấn Quyên,"28, Lê Lợi ",Lê Lợi,TP Bắc Giang
Bắc Giang,Mai Hiệp,"29, Hoàng Văn Thụ ",Hoàng Văn Thụ,Lục Nam
Bắc Giang,Khuyến Khánh,"29, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Anh Thiệu,"295, TT Thắng",Thắng,Hiệp Hòa
Bắc Giang,Điện máy  Trường Hải,"3 - Chợ Quán Thành , Xương Giang  ",Xương Giang   ,Bắc Giang   
Bắc Giang,Dung Ninh,"3, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Trường Bắc,"302, Thân Công Tài",Lấy,Việt Yên
Bắc Giang,Chú Cận,"31, Trần Phú ",Trần Phú,TP Bắc Giang
Bắc Giang,Khánh Bình - Điện nước,"31, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Hiền Kiểm,33 Trường Trinh,Thắng,Hiệp Hòa
Bắc Giang,Hiền Kiểm,"33, Trường Trinh",Thắng,Hiệp Hòa
Bắc Giang,Anh Thu - Điện nước,"336, Xương Giang",Ngô Quyền,TP Bắc Giang
Bắc Giang,Đức Hường,"36, Nguyễn Thị Lưu ",Ngô Quyền,TP Bắc Giang
Bắc Giang,Sơn Thùy,"36, Trân Phú ",Trần Phú,TP Bắc Giang
Bắc Giang,Mai Huy,"37, Minh Khai",Chũ,Lục Ngạn
Bắc Giang,Nguyện Luyến,"37, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Cửa hàng Việt Hà,43 Trần Nguyên Hãn,,TP Bắc Giang
Bắc Giang,Hoài Nhật,"43, Minh Khai",Chũ,Lục Ngạn
Bắc Giang,Điện máy  Tuấn Năng,"44, Trường Trinh",Chũ    , Lục Ngạn  
Bắc Giang,Anh Tuấn,"446, Ông Ích Khiêm",Xương Giang,TP Bắc Giang
Bắc Giang,Huy Hiệu,"46, Thân Công Tài",Hiệp Hòa,Việt Yên
Bắc Giang,Liên Báu,"465, Trần Hưng Đạo",Đồi Ngô,Lục Nam
Bắc Giang,Hiếu Hưng - Điện nước,"5, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Thảo Lơ - Điện nước,"5, Xương Giang ",Ngô Quyền,TP Bắc Giang
Bắc Giang,Sơn Hiển,"50, Thống Nhât",Bố Hạ,Yên Thế
Bắc Giang,Công ty trách nhiệm hữu hạn thương mại và dịch vụ Tuấn Long VN,"504, Khu 2",Bích Động   , Việt Yên  
Bắc Giang,Chính Hiếu Điện Lạnh,"526, Xương Giang ",Xương Giang,TP Bắc Giang
Bắc Giang,Ngọc Nhã,"54, Thân Công Tài",Hiệp Hòa,Việt Yên
Bắc Giang,Hoa Thu,55 Trường Trinh,Thắng,Hiệp Hòa
Bắc Giang,Hoa Thu,"55, Trường Trinh",Thắng,Hiệp Hòa
Bắc Giang,Hùng Mạnh,"556, Trần Nhân Tông",Đức Giang,Yên Dũng
Bắc Giang,Nghĩa Huệ,"63, Minh Khai",Chũ,Lục Ngạn
Bắc Giang,Đan Trường,"68, Thân Công Tài",Hiệp Hòa,Việt Yên
Bắc Giang,Đức Tính - Điện nước,"7, Lý Thường Kiệt",Thắng,Hiệp Hòa
Bắc Giang,Dục Độ - Điện nước,"7, Xương Giang",Xương Giang,TP Bắc Giang
Bắc Giang,Hải Yến,"706, Cao Thắng",Xương Giang,TP Bắc Giang
Bắc Giang,Thành Thu,"73, Minh Khai",Xương Giang,TP Bắc Giang
Bắc Giang,Chú Đại Ơn,"75, Lý Thái Tổ",Trần Phú,TP Bắc Giang
Bắc Giang,Anh Duyệt Vân,"75, Trường Trinh",Thắng,Hiệp Hòa
Bắc Giang,Tuấn Thành,"76, Nguyễn Văn Cừ",Lê Lợi,TP Bắc Giang
Bắc Giang,Tuyết Bích,"78, Mỹ Độ",Mỹ Độ,Việt Yên
Bắc Giang,Điện máy  Hiền Quý,"8, Đường 19/5",Thắng    , Hiệp Hòa  
Bắc Giang,Lâm Tăng,"8, Phố Thắng",Thắng,Hiệp Hòa
Bắc Giang,Tuấn Huyền,"8, Xương Giang",Trần Phú,TP Bắc Giang
Bắc Giang,Công ty cổ phần thương mại Tuấn Mai,"8, Xương Giang",Trần Phú   ,Bắc Giang   
Bắc Giang,Chinh Khánh,"84, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Tuyết Trúc,"92, Mỹ Độ",Mỹ Độ,Việt Yên
Bắc Giang,Công ty trách nhiệm hữu hạn Mạnh Hải,"936, Hoàng Hoa Thám",Bích Động   , Việt Yên  
Bắc Giang,Anh Việt - Kế,"941, Ngã Ba Kế ",Xương Giang,TP Bắc Giang
Bắc Giang,Điện máy  Bình Xuân,"97, Minh Khai",Chũ    , Lục Ngạn  
Bắc Giang,Lợi Nhung,Cầu Gỗ,Bố Hạ,Yên Thế
Bắc Giang,Thủy Khải,Cống 5 Cửa,Đa Mai,TP Bắc Giang
Bắc Giang,Anh Tỉnh,Giáp Hải,Dĩnh Kế,TP Bắc Giang
Bắc Giang,Tuấn Hồng,Giáp Hải,Dĩnh Kế,Bắc Giang
Bắc Giang,Điện máy  Tâm Hiển,Hùng Vương,Quang Trung   ,Bắc Giang   
Bắc Giang,Hùy Hiên,"Khu 2, TT Thắng",,Hiệp Hòa
Bắc Giang,Phương Hà,Khu 3,Thắng,Hiệp Hòa
Bắc Giang,Trúc Đạt,LÔ 76 LÊ HỒNG PHONG,Xương Giang,Bắc Giang
Bắc Giang,Hoàng Long,Ngã ba dốc Đồn,Chũ,Lục Ngạn
Bắc Giang,Trần Đạo,Phố Kép,hồng giang,Lục Ngạn
Bắc Giang,Công ty cổ phần Văn Chiến,"Số 1 - Lô 4, Hùng Vương",Hoàng Văn Thụ  ,Bắc Giang   
Bắc Giang,Phương Nam,"số 152, Phố Mới",Cao Thượng,Tân Yên
Bắc Giang,Tuấn Ngân,Sơn Khê,Tân Mỹ,Bắc Giang
Bắc Giang,Anh Chiến,"Thôn Sậm, Tân Thịnh",Kép,Lạng Giang
Bắc Giang,Anh Thực - Điện nước,Vành Đai,Neo,Yên Dũng
Bắc Giang,Chiến Cúc,Vườn Hoa,,Lục Nam
Bắc Giang,Điện máy  Hà Lợi,,Ngọc Sơn   , Hiệp Hòa  
Bắc Giang,Điện máy  Hoàn Hằng,,Phượng Sơn   , Lục Ngạn  
Bắc Giang,Điện máy  Nam Trang,,Chũ    , Lục Ngạn  
Bắc Giang,Điện máy  An Việt,,Đồng Sơn   ,Yên Dũng   
Bắc Giang,Công ty trách nhiệm hữu hạn thương mại và dịch vụ  Hậu Cẩm,,Ngô Quyền   ,Bắc Giang   
Bắc Giang,Điện máy  Trương Oanh,,Nhã Nam   ,Tân Yên   
Bắc Giang,Điện máy  Khoa Lan,,Cảnh Thụy   , Yên Dũng  
Bắc Giang,Điện máy  Khả Mai,,Ngọc Thiện   ,Tân Yên   
Bắc Giang,Điện máy  Hương Giang,,Neo    , Yên Dũng  
Bắc Giang,Điện máy  Kha Huệ,,Cao Thượng   ,Tân Yên   
Bắc Giang,Điện máy  Thủy Liêm,,Việt Ngọc   ,Tân Yên   
Bắc Giang,Điện máy  Phong Vĩnh,,Hương Lạc   ,Lạng Giang   
Bắc Giang,Điện máy  Nhâm Phượng,,Neo    ,Yên Dũng   
Bắc Giang,Điện máy  Hằng Sự,,Ngô Quyền   ,Bắc Giang   
Bắc Giang,Điện máy  Tuấn Thoa,,Cao Thượng   ,Tân Yên   
Bắc Giang,Điện máy  Đức Nam,,Hoàng Lương   , Hiệp Hòa  
Bắc Giang,Điện máy  Đồng Lý,,Mai Trung   , Hiệp Hòa  
Bắc Giang,Điện máy  Đằng Trực,,Ngọc Châu   , Tân Yên  
Bắc Giang,Điện máy  Tuấn Nga,,Ngọc Thiện   ,Tân Yên   
Bắc Giang,Điện máy  Quý Thúy,,Song Mai   ,Bắc Giang   
Bắc Giang,Điện máy  Dũng Dùng,,Thắng    ,Hiệp Hòa   
Bắc Giang,Điện máy  Văn Khánh,,Nếnh    , Việt Yên  
Bắc Giang,Điện máy  Tiến Cúc,,Việt Tiến   , Việt Yên  
Bắc Giang,Điện máy  Tám Định,, Phương Sơn  , Lục Nam  
Bắc Giang,Điện máy  Tiến Trang,,Nghĩa Đạo   ,Thuận Thành   
Bắc Giang,Điện máy  Đạt Hương,,Tân An   , Yên Dũng  
Bắc Giang,Điện máy  Đức Sợi,,Cảnh Thụy   , Yên Dũng  
Bắc Giang,Điện máy  Hùng Hương,,Nội Bò   , Yên Dũng  
Bắc Giang,Thế Liên,,Bố Hạ,Yên Thế
Bắc Giang,Hương Sơn,,Bố Hạ,Yên Thế
Bắc Giang,Điện máy  Hòa Sen,,Đức Thắng   , Hiệp Hòa  
Bắc Giang,Phương Liên,,Ngô Quyền,TP Bắc Giang
Bắc Giang,Đức Liên,,Trần Phú,TP Bắc Giang
Bắc Giang,Chức Thủy,,Nhã Nam,Tân Yên
Bắc Giang,Vãng Hà,,Nếnh,Việt Yên
Bắc Giang,Nam Hằng,,Bố Hạ,Yên Thế
Bắc Giang,Thái Phương,,Đông Lỗ,Hiệp Hòa
Bắc Giang,Thanh Tùng,,Chũ,Lục Ngạn
Bắc Giang,Tân Thương,,Tân An,Yên Dũng
Bắc Kạn,Điện máy  Hùng Lụa,"132, Hoằng Bó",Nước Hai   , Hòa An  
Bắc Kạn,Điện máy  Hương Nam,"256, Tổ 5, Sông Cầu",Phùng Chí Kiên,
Bắc Kạn,Hợp Cương,270 Võ Nguyên Giáp,,TP Bắc Kạn
Bắc Kạn,Điện máy  Nhâm Nghĩa,"72, Khu 1",Nước Hai   , Hòa An  
Bắc Kạn,Long Thu,Tổ 5,Phùng Chí Kiên,
Bắc Kạn,Công ty TNHH Hiền Thúy,"Tổ 7, Phùng Chí Kiên",,
Bắc Kạn,Điện máy  Độ Diện,Tổ 8A,Đức Xuân   ,
Bắc Kạn,Điện máy  Tuyết Khải,,Chợ Mới   , Chợ Mới  
Bắc Kạn,Điện máy  Như Cương,,Hồng Thái   , Quảng Yên  
Bắc Kạn,Điện máy  Luyến Na,,Yến Lạc   , Na Rì  
Bắc Kạn,Điện máy  Lương Văn Thánh,,Bằng Vân   , Ngân Sơn  
Bắc Kạn,Điện máy  Giáp Đầm,,Phủ Thông   , Bạch Thông  
Bắc Kạn,Điện máy  Khu Nhị,,Chợ Rã   , Ba Bể  
Bắc Kạn,Điện máy  Luận Dịu,,Chợ Rã   , Ba Bể  
Bắc Kạn,Điện máy  ích Lý,,Bằng Lũng   , Chợ Đồn  
Bắc Kạn,Điện máy  Ngọc Khánh,,Bằng Lũng   , Chợ Đồn  
Bắc Kạn,Điện máy  Sơn Thu,,Sông Cầu   ,
Bắc Kạn,Điện máy  Đại Hiền,,Chợ Mới   , Chợ Mới  
Bắc Kạn,Điện máy  Vương Huyền,,Chợ Mới   , Chợ Mới  
Bạc Liêu,Hộ Phòng, 07 - 09 QL1A,TT Hộ Phòng ,Giá Rai
Bạc Liêu,Thanh Hùng, Ấp 2,TT Hộ Phòng ,Giá Rai
Bạc Liêu,Quốc Linh, Ấp 4,TT Gành Hào,Đông Hải
Bạc Liêu,Ngọc Thư, Ấp Kinh Xáng ,Lộc Ninh ,Hồng Dân
Bạc Liêu,Khánh Tôn, Ấp Long Thành,TT Phước Long,Phước Long
Bạc Liêu,Nhật Khương, khóm 3; đường Ninh Bình,P2,TP Bạc Liêu
Bạc Liêu,Tấn Đạt, khóm 5,Hộ Phòng ,Giá Rai
Bạc Liêu,Lý Huy, TTTM Chợ Ngan Dừa,TT Ngan Dừa ,Hồng Dân
Bạc Liêu,CH Khanh,"105, Phan Ngọc Hiển",Phường 3,TP Bạc Liêu
Bạc Liêu,Việt Dũng,"105, Phan Ngọc Hiển",Phường 3,TP Bạc Liêu
Bạc Liêu,Huy Liệu,"108, QL1A",Hòa Bình,Hòa Bình
Bạc Liêu,Mỹ Thu,"109, Phan Ngọc Hiển",Phường 3,TP Bạc Liêu
Bạc Liêu,Quốc Việt Vĩnh,"112, Ấp Bờ Cảng",Điền Hải,Giá Rai
Bạc Liêu,Ngọc Thủy,"113A, Trần Phú",Phường 7,TP Bạc Liêu
Bạc Liêu,Hai Vinh,"120, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Cty  Hiệp Phú Lợi,"13, KDC Thanh Thảo",Hộ Phòng,Giá Rai
Bạc Liêu,Châu Minh Phước,"132/4, QL1A",Phường 7,TP Bạc Liêu
Bạc Liêu,Đáng,"149, đường 23/8, khóm 2",Phường 7,TP Bạc Liêu
Bạc Liêu,Chánh Đạt,"155, 23/8",Phường 7,TP Bạc Liêu
Bạc Liêu,Tuấn Khanh,156 Võ Thị  Sáu,Phường 8,TP Bạc Liêu
Bạc Liêu,Thuận Hưng,156 Võ Thị Sáu,P8,TP Bạc Liêu
Bạc Liêu,Hải Đăng,"16, Hoàng Văn Thụ",Phường 3,TP Bạc Liêu
Bạc Liêu,Hoài Linh,"181 K2, QL1A",Tân Phong,Giá Rai
Bạc Liêu,Trung Khanh 1,"184, Khóm 1",Láng Tròn,Giá Rai
Bạc Liêu,Trí Tâm,"188, QL1A",Giá Rai,Giá Rai
Bạc Liêu,Tài,"189, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Thanh Hùng,"193, QL1A",Hộ Phòng,Giá Rai
Bạc Liêu,Hữu Nghiệp,"200, khóm 5",Hộ Phòng ,Giá Rai
Bạc Liêu,Tú Hậu,220 Ấp 2,Tân Phong,Giá Rai
Bạc Liêu,Tư Hậu,220 Ấp 2,Tân Phong,Giá Rai
Bạc Liêu,Chí Hùng,"225, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Tô Sua,"235, Cao Văn Lầu",Phường 2,TP Bạc Liêu
Bạc Liêu,Trung tâm mua sắm KKĐM - TTNT Út Đồng Tiến,"256 - 264b, ấp Nội Ô", Phước Long,TP Bạc Liêu
Bạc Liêu,Thanh Toàn,"256, Ấ Thị Trấn",Ngan Dừa,Hồng Dân
Bạc Liêu,Nguyễn Phát,"26, Hoàng Văn Thụ",Phường 3,TP Bạc Liêu
Bạc Liêu,Gia Bảo,"27, Nguyễn Thái Học",Phường 1,TP Bạc Liêu
Bạc Liêu,Trương Tỷ,297 Chợ Nhàn Dân,Tân Phong,Giá Rai
Bạc Liêu,Tuấn Khang,"319, Cao Văn Lầu",Phường 2,TP Bạc Liêu
Bạc Liêu,Minh Tiến,"335, Khóm 1",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Tấn Trực,"358, QL1A",Láng Tròn,Giá Rai
Bạc Liêu,Tài Lợi,"36, Trần Phú",Phường 3,TP Bạc Liêu
Bạc Liêu,Điện máy Kim Anh,"38 - 40, Phan Ngọc Hiển",Phường 3,TP Bạc Liêu
Bạc Liêu,Kim Hồng,"409, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Năm Hiển,"409D, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Cty TNHH Liên Phát,"43 H1, đường số 8",K8 - Phường 5,TP Bạc Liêu
Bạc Liêu,Mỹ Nhung,"442, QL1A",Láng Tròn,Giá Rai
Bạc Liêu,Ngô Sĩ,"493, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Nhận Ái,"493A, QL1A",Láng Tròn,Giá Rai
Bạc Liêu,Năm Phải,"511, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Mỹ Hà,"517, QL1A",Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Văn Chuyền,"555, Trần Phú",Phường 7,TP Bạc Liêu
Bạc Liêu,Vạn Tài Lộc,"668, QL1A",Tân Tạo,Vĩnh Lợi
Bạc Liêu,Văn Hiền,"707, Hoàng Văn Thụ",Phường 3,TP Bạc Liêu
Bạc Liêu,Tám Sĩ,74 Ấp 1,TT Hộ Phòng ,Giá Rai
Bạc Liêu,Đông Đô,"78, QL1A",Châu Hưng,Vĩnh Lợi
Bạc Liêu,Bảy Tỷ,"846, QL1A, Làng Tròn",Giá Rai,Giá Rai
Bạc Liêu,Kim Thu,"88 - 90 Đống Đa, khóm 2",Phường 5,TP Bạc Liêu
Bạc Liêu,Lâm Nghĩa Lợi,"90 Đống Đa, khóm 2",Phường 5,TP Bạc Liêu
Bạc Liêu,Đạt Thành,"98, QL1A",Vĩnh Mỹ B,Hòa Bình
Bạc Liêu,Thanh Sơn 2,Ấp 1,TT Hộ Phòng ,Giá Rai
Bạc Liêu,Kim Khí Điện Máy Minh Phục,"ấp 4, Gành Hào",Gành Hào,Đông Hải
Bạc Liêu,Út Kiểng II,"Ấp Chùa Phật, ",Hòa Bình,Hòa Bình
Bạc Liêu,Công Danh,"B 21,B 22, Bà Triệu",Phường 3,TP Bạc Liêu
Bạc Liêu,Nguyễn Vương,Khóm 5,Hộ Phòng,Giá Rai
Bạc Liêu,Minh Sua 2,,Phong Thạnh Đông A,Giá Rai
Bạc Liêu,Hoàng Anh,,Phong Thạnh Đông A,Giá Rai
Bắc Ninh,Phương Đông, 165 Trần Phú Đông Ngàn,Đông Ngàn,Từ Sơn
Bắc Ninh,Hoàng Quỳnh, 299 Trần Phú Đông Ngàn,Đông Ngàn,Từ Sơn
Bắc Ninh,Bình Ban, 37 Lý Thường Kiệt Lim,Lim,Tiên Du
Bắc Ninh,Chị Ngà, 424Ngô Gia Tự Dốc Suối Hoa,Dốc Suối Hoa,Thành Phố Bắc Ninh
Bắc Ninh,Tiến Dói, 88Trần PhúĐông Ngàn,Đông Ngàn,Quế Võ
Bắc Ninh,Đàm Hương, Bà Chúa kho Suối Hoa,Suối Hoa,Thành Phố Bắc Ninh
Bắc Ninh,Lưu Oanh, Chờ,Chờ,Từ Sơn
Bắc Ninh,Cô Đường, Chợ Chờ,Chợ Chờ,Yên Phong
Bắc Ninh,Ngọc Hằng, Chợ Chờ,Chợ Chờ,Yên Phong
Bắc Ninh,Quyền Chung, Chợ Chờ,Chợ Chờ,Từ Sơn
Bắc Ninh,Trường Dơn, Chợ Chờ,Chợ Chờ,Gia Bình
Bắc Ninh,Tiến Liên, Chợ Chờ,TT Chờ,Yên Phong
Bắc Ninh,Hằng Chiến, Chợ Chờ,Chợ Chờ,Yên Phong
Bắc Ninh,Nên Vỹ, Đông TháiĐông Tiến,Đông Tiến,Yên Phong
Bắc Ninh,Bắc Hiền, Đông Tiến,Đông Tiến,Yên Phong
Bắc Ninh,Tỉnh Mai, Đường 295 Xóm Tự Tam Sơn,Tam Sơn,Từ Sơn
Bắc Ninh,Hoan Hương, Kênh Vàng,Trung Kênh,Lương Tài
Bắc Ninh,Toàn Loan, Khu đất mới ,Đình Bảng,Từ Sơn
